"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","Canonical Link Element 2","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://www.neuform-fitness.com/","text/html","200","OK","Indexable","","Structure That Builds Freedom | NeuForm Fitness","47","437","Evidence-based training plans, tools, and coaching built around progression, joint safety, and measurable results.","114","699","","0","0","","0","Build Muscle & Strength Smarter.","32","Automatic Training Plan (4 Weeks)","33","Get Your Free Workout Tracking Log","34","index,follow,max-image-preview:large","","","","https://www.neuform-fitness.com/","","","","","","","138141","43542","43542","16.680","","695","121","5.744","66.010","Normal","3.320","0","0","","152","51","0","98.080","21","13","0","0","0","0","","","","","cd32d25549fb6985a7078c836f32d630","0.675","Tue, 20 Jan 2026 15:54:52 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/","2026-01-20 09:54:52"
"https://www.neuform-fitness.com/terms-privacy","text/html","200","OK","Indexable","","Terms & Privacy | NeuForm Fitness","33","309","Read NeuForm Fitness terms of service & privacy policy: licensing, refunds, data use & security. Contact us with any questions.","127","785","","0","0","","0","Terms & Privacy","15","Terms of Service","16","Privacy Policy","14","index,follow","","","","https://www.neuform-fitness.com/terms-privacy","","","","","","","130167","42146","42146","16.145","","3585","632","5.672","49.387","Hard","18.522","1","0","","51","50","0","96.150","19","10","0","0","0","0","","","","","75b0d8f6c9a16e1135c6c5891cc860ef","0.235","Tue, 20 Jan 2026 15:54:53 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/terms-privacy","2026-01-20 09:54:53"
"https://www.neuform-fitness.com/training-plans/6-week-beginner-foundation-training-plan","text/html","200","OK","Indexable","","6-Week Beginner Foundation Training Plan | NeuForm Fitness","58","543","Learn how to train with purpose and build lasting results. The 6-Week Beginner Foundation Plan develops form, control, and confidence in every session.","151","945","","0","0","","0","6-Week Beginner Foundation Training Plan","40","See inside plan","15","Frequently Asked Questions","26","","","","","https://www.neuform-fitness.com/training-plans/6-week-beginner-foundation-training-plan","","","","","","","162052","49452","49452","18.944","","319","64","4.984","81.108","Easy","1.937","1","1","","6","4","0","7.690","17","11","0","3","2","0","","","","","c4375f6041e51e5a737e2feccabdf540","0.245","Tue, 20 Jan 2026 15:54:53 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/training-plans/6-week-beginner-foundation-training-plan","2026-01-20 09:54:53"
"https://www.neuform-fitness.com/training-plans","text/html","200","OK","Indexable","","6-Week Training Plans | NeuForm Fitness","39","363","Compare NeuForm’s evidence-based 6-week plans for hypertrophy, strength, fat loss, speed & power, and functional fitness.","121","767","","0","0","","0","Choose Your Fitness Journey","27","Automatic Training Plan (4 Weeks)","33","Get in Touch","12","index,follow,max-image-preview:large","","","","https://www.neuform-fitness.com/training-plans","","","","","","","219140","58830","58830","22.537","","816","162","5.037","68.394","Normal","2.455","1","0","","111","51","0","98.080","35","20","0","0","0","0","","","","","223f036daa465aa23f048d731986257a","0.514","Tue, 20 Jan 2026 15:54:53 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/training-plans","2026-01-20 09:54:53"
"https://www.neuform-fitness.com/training-plans/6-week-fat-loss-training-plan","text/html","200","OK","Indexable","","6-Week Fat Loss Training Plan | NeuForm Fitness","47","433","A structured 6-week plan focused on sustainable fat loss, strength retention, and efficient workouts.","101","621","","0","0","","0","6-Week Fat-Loss Training Plan","29","See inside plan","15","Frequently Asked Questions","26","","","","","https://www.neuform-fitness.com/training-plans/6-week-fat-loss-training-plan","","","","","","","162983","49902","49902","19.117","","339","65","5.215","73.019","Fairly Easy","2.353","1","1","","5","3","0","5.770","17","11","0","3","2","0","","","","","c117a31f2fcdad8438c05401e33e668c","0.602","Tue, 20 Jan 2026 15:54:53 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/training-plans/6-week-fat-loss-training-plan","2026-01-20 09:54:53"
"https://www.neuform-fitness.com/results","text/html","200","OK","Indexable","","Client Results & Reviews • Real Proof | NeuForm","47","421","Verified testimonials, PRs & physique changes from NeuForm clients. Filterable reviews with ratings and photos.","111","695","","0","0","","0","Client Results","14","","0","","0","","","","","https://www.neuform-fitness.com/results","","","","","","","100843","31880","31880","12.213","","95","21","4.524","100.000","Very Easy","0.599","1","0","","61","51","0","98.080","17","11","0","0","0","0","","","","","6bcd30dc2fd4c09c7e549654ce26b031","0.463","Tue, 20 Jan 2026 15:54:53 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/results","2026-01-20 09:54:53"
"https://www.neuform-fitness.com/review","text/html","200","OK","Indexable","","Share Results & Leave a Review | NeuForm","40","376","Share your progress—PRs, photos & a short testimonial. With permission, we may publish your first name and review on product pages.","131","836","","0","0","","0","Share Your Results","18","Share Your Results","18","","0","index,follow","","","","https://www.neuform-fitness.com/review","","","","","","","101040","32171","32171","12.324","","90","22","4.091","80.483","Easy","0.854","1","0","","111","51","0","98.080","14","10","0","0","0","0","","","","","45b9d95662f78312e0c70bb2b250859b","0.324","Tue, 20 Jan 2026 15:54:53 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/review","2026-01-20 09:54:53"
"https://www.neuform-fitness.com/library","text/html","200","OK","Indexable","","Library","7","60","Explore the NeuForm Library—training plans, tools, and resources built for measurable progress through structure, clarity, and repeatable systems.","146","903","","0","0","","0","NeuForm Fitness Library","23","","0","","0","","","","","https://www.neuform-fitness.com/library","","","","","","","115669","35496","35496","13.598","","34","12","2.833","79.547","Fairly Easy","0.222","1","0","","51","51","0","98.080","14","10","0","0","0","0","","","","","aee1d2465391d6b916017231dcb39ec7","0.245","Tue, 20 Jan 2026 15:54:53 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/library","2026-01-20 09:54:53"
"https://www.neuform-fitness.com/automatic-plan","text/html","200","OK","Indexable","","Automatic Training Plan (4 Weeks) | NeuForm Fitness","51","473","Buy once, complete a short intake, and get a personalized 4-week training plan delivered by email. Built for your goals, schedule, injuries, and equipment.","155","939","","0","0","","0","Your training plan — built around your schedule, goals, and equipment","69","","0","","0","index,follow,max-image-preview:large","","","","https://www.neuform-fitness.com/automatic-plan","","","","","","","118616","35687","35687","13.671","","685","127","5.394","79.092","Fairly Easy","3.494","1","0","","12","4","0","7.690","27","12","0","0","0","0","","","","","14307b43947a97597482d169d5b42806","0.265","Tue, 20 Jan 2026 15:54:53 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/automatic-plan","2026-01-20 09:54:53"
"https://www.neuform-fitness.com/contact","text/html","200","OK","Indexable","","Contact NeuForm • New Lenox, IL","31","297","Get help with plans, tools & orders. We reply within 24 hours. Serving New Lenox, IL & Online—use the form or email Chris directly.","131","800","","0","0","","0","Get in Touch","12","Get in Touch","12","","0","index,follow,max-image-preview:large","","","","https://www.neuform-fitness.com/contact","","","","","","","97097","31482","31482","12.060","","70","20","3.500","90.885","Very Easy","0.487","1","0","","57","50","0","96.150","14","10","0","0","0","0","","","","","a8e27cef6996aa454b9a18424ec3292","0.304","Tue, 20 Jan 2026 15:54:54 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/contact","2026-01-20 09:54:53"
"https://www.neuform-fitness.com/tools","text/html","200","OK","Indexable","","Tools & Labs • Free Fitness Calculators | NeuForm","49","441","Free interactive calculators for nutrition, strength, performance & recovery. Start with the Nutrition Lab then bridge to the right plan.","137","809","","0","0","","0","NeuForm Tools & Calculators","27","","0","","0","index,follow,max-image-preview:large","","","","https://www.neuform-fitness.com/tools","","","","","","","129980","39973","39973","15.313","","175","38","4.605","71.635","Fairly Easy","0.897","1","0","","52","51","0","98.080","18","12","0","0","0","0","","","","","b453c413cd5fcfb8ec84bfb0d6bcc6fa","0.396","Tue, 20 Jan 2026 15:54:54 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/tools","2026-01-20 09:54:54"
"https://www.neuform-fitness.com/about","text/html","200","OK","Indexable","","About NeuForm Fitness","21","211","NeuForm builds structured training systems focused on progression, technique, and long-term results.","100","636","","0","0","","0","Abot NeuForm Fitness","20","About NeuForm Fitness","21","","0","index,follow,max-image-preview:large","","","","https://www.neuform-fitness.com/about","","","","","","","95141","30843","30843","11.815","","374","60","6.233","58.453","Fairly Hard","2.634","1","0","","50","50","0","96.150","14","10","0","0","0","0","","","","","d1284de237be4ab306aa3d5241fb965d","0.324","Tue, 20 Jan 2026 15:54:54 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/about","2026-01-20 09:54:54"
"https://www.neuform-fitness.com/start-plan","text/html","200","OK","Non-Indexable","noindex","Start Your Custom Training Plan | NeuForm Fitness","49","451","Fill out the intake form to get your custom 4-week training plan built around your goals, equipment, schedule, and experience.","126","774","","0","0","","0","Complete your intake","20","Log in to access the intake","27","Purchase required to start a new plan","37","noindex,follow,noarchive,max-image-preview:large","","","","https://www.neuform-fitness.com/start-plan","","","","","","","112309","35534","35534","13.612","","337","74","4.554","78.200","Fairly Easy","1.874","2","0","","14","3","0","5.770","26","13","0","1","1","0","","","","","66371c9abe436644975d320f453145cf","0.274","Tue, 20 Jan 2026 15:54:54 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/start-plan","2026-01-20 09:54:54"
"https://www.neuform-fitness.com/testimonials/review-user-1768433769834","text/html","200","OK","Indexable","","NeuForm","7","83","Real NeuForm client results—strength gains, recomposition wins, and progress built through structured training and clear execution.","131","819","","0","0","","0","Nick","4","","0","","0","","","","","https://www.neuform-fitness.com/testimonials/review-user-1768433769834","","","","","","","101743","32348","32348","12.392","","92","21","4.381","100.000","Very Easy","0.549","2","1","","4","3","0","5.770","18","12","0","0","0","0","","","","","6809f662fd036fd8fd8e547927188e5e","0.349","Tue, 20 Jan 2026 15:54:54 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/testimonials/review-user-1768433769834","2026-01-20 09:54:54"
"https://www.neuform-fitness.com/blog","text/html","200","OK","Indexable","","NeuForm Blog | Training, Nutrition & Recovery","45","403","Evidence-based articles on hypertrophy, strength, fat loss, recovery, and smarter training decisions.","101","612","","0","0","","0","The NeuForm Fitness Blog","24","","0","","0","index,follow,max-image-preview:large","","","","https://www.neuform-fitness.com/blog","","","","","","","167484","44857","44857","17.184","","780","115","6.783","73.268","Fairly Easy","3.213","1","0","","52","51","0","98.080","42","24","0","0","0","0","","","","","b80a8285fb9bb0f71e4cfaa7849f3b99","0.529","Tue, 20 Jan 2026 15:54:54 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/blog","2026-01-20 09:54:54"
"https://www.neuform-fitness.com/tools-nutrition-lab","text/html","200","OK","Indexable","","Nutrition Lab | NeuForm Fitness","31","281","Free interactive tools for calories, macros, and nutrition planning—built for accuracy, flexibility, and real-world use.","120","701","","0","0","","0","Nutrition Lab","13","Welcome to the NeuForm Nutrition Lab","36","TDEE Calculator","15","index,follow,max-image-preview:large","","","","https://www.neuform-fitness.com/tools-nutrition-lab","","","","","","","1740648","357048","357048","136.778","","1442","325","4.437","77.192","Fairly Easy","0.580","2","0","","19","2","0","3.850","26","8","0","0","0","0","","","","","c31f323a6772b74c6ebb471b0edfae69","0.347","Tue, 20 Jan 2026 15:54:54 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/tools-nutrition-lab","2026-01-20 09:54:54"
"https://www.neuform-fitness.com/blog-posts/dynamic-warm-up-vs-static-stretching-what-you-should-do-before-training","text/html","200","OK","Indexable","","Dynamic Warm-Up vs Static Stretching Before Training | NeuForm","62","579","Learn when to use dynamic warm-ups, when to stretch, and how each affects strength and performance.","99","647","","0","0","","0","Dynamic Warm-Up vs Static Stretching: What You Should Do Before Training","72","","0","","0","Index","","","","https://www.neuform-fitness.com/blog-posts/dynamic-warm-up-vs-static-stretching-what-you-should-do-before-training","","","","","","","113908","37213","37213","14.256","","642","101","6.356","74.142","Fairly Easy","3.477","2","1","","2","1","0","1.920","15","10","0","0","0","0","","","","","d7e8de0270d8d3729720f415f493072c","0.430","Tue, 20 Jan 2026 15:54:55 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/blog-posts/dynamic-warm-up-vs-static-stretching-what-you-should-do-before-training","2026-01-20 09:54:54"
"https://www.neuform-fitness.com/blog-posts/the-deload-week-why-backing-off-can-push-you-forward-dvz6w","text/html","200","OK","Indexable","","The Deload Week: Why Backing Off Improves Progress | NeuForm","60","579","A deload week helps recovery and long-term progress. Learn when to deload and how to structure it.","98","621","","0","0","","0","The Deload Week: Why Backing Off Can Push You Forward","53","","0","","0","Index","","","","https://www.neuform-fitness.com/blog-posts/the-deload-week-why-backing-off-can-push-you-forward-dvz6w","","","","","","","114419","37542","37542","14.382","","674","125","5.392","70.446","Fairly Easy","3.674","2","1","","2","1","0","1.920","15","10","0","0","0","0","","","","","398aead806e1811b9edb4e2d0cfda07a","0.428","Tue, 20 Jan 2026 15:54:55 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/blog-posts/the-deload-week-why-backing-off-can-push-you-forward-dvz6w","2026-01-20 09:54:54"
"https://www.neuform-fitness.com/dlter-quiz","text/html","200","OK","Indexable","","DLTER Reality Types Quiz | NeuForm","34","322","Take the DLTER quiz to discover how you process identity, change, and meaning.","78","502","Answer 24 quick statements to discover your DLTER Reality Type across Perception, Emergence, and Identity axes. Takes ~4–6 minutes.","131","849","","0","DLTER Reality Types Quiz","24","","0","","0","index,follow,max-image-preview:large","","","","https://www.neuform-fitness.com/dlter-quiz","","","","","","","189779","54141","54141","20.740","","189","47","4.021","68.915","Normal","0.761","2","0","","4","2","0","3.850","30","23","0","0","0","0","","","","","68746ee3dfd9c6763efa6eeb4ed2d08e","0.814","Tue, 20 Jan 2026 15:54:55 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/dlter-quiz","2026-01-20 09:54:54"
"https://www.neuform-fitness.com/training-plans/6-week-strength-hypertrophy-training-plan","text/html","200","OK","Indexable","","6-Week Strength + Hypertrophy Plan | NeuForm Fitness","52","487","Blend heavy compound lifts with targeted hypertrophy work for balanced strength and muscle growth.","98","633","","0","0","","0","6-Week Strength + Hypertrophy Training Plan","43","See inside plan","15","Frequently Asked Questions","26","","","","","https://www.neuform-fitness.com/training-plans/6-week-strength-hypertrophy-training-plan","","","","","","","162603","49702","49702","19.040","","380","71","5.352","84.521","Easy","2.180","2","1","","5","4","0","7.690","18","12","0","3","2","0","","","","","269adeece03f75ee76a2bad8d9466a6e","0.680","Tue, 20 Jan 2026 15:54:55 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/training-plans/6-week-strength-hypertrophy-training-plan","2026-01-20 09:54:54"
"https://www.neuform-fitness.com/blog-posts/blood-flow-restriction-training-how-to-build-muscle-with-lighter-loads","text/html","200","OK","Indexable","","Blood Flow Restriction Training Explained | NeuForm Fitness","59","533","Learn how BFR training builds muscle with lighter loads, when it’s useful, and how to apply it safely.","102","615","","0","0","","0","Blood Flow Restriction Training: How to Build Muscle with Lighter Loads","71","What Blood Flow Restriction Really Is","37","Why It Works","12","Index","","","","https://www.neuform-fitness.com/blog-posts/blood-flow-restriction-training-how-to-build-muscle-with-lighter-loads","","","","","","","116162","38169","38169","14.622","","874","147","5.946","75.159","Fairly Easy","4.718","2","1","","2","1","0","1.920","15","11","0","0","0","0","","","","","b67fea732d2bdd4a3a5cf4499d137e91","0.363","Tue, 20 Jan 2026 15:54:55 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/blog-posts/blood-flow-restriction-training-how-to-build-muscle-with-lighter-loads","2026-01-20 09:54:55"
"https://www.neuform-fitness.com/blog-posts/junk-volume-are-you-doing-too-much-work-that-doesnt-count","text/html","200","OK","Indexable","","Junk Volume in Training: Are You Doing Too Much? | NeuForm","58","551","Learn what junk volume is, how it stalls progress, and how to train harder without doing more.","94","579","","0","0","","0","Junk Volume: Are You Doing Too Much Work That Doesn’t Count?","60","","0","","0","Index","","","","https://www.neuform-fitness.com/blog-posts/junk-volume-are-you-doing-too-much-work-that-doesnt-count","","","","","","","113935","37360","37360","14.312","","643","108","5.954","77.905","Fairly Easy","3.415","2","1","","2","1","0","1.920","15","10","0","0","0","0","","","","","d7a3ce0feadccbb4b277cc627bd976cf","0.371","Tue, 20 Jan 2026 15:54:55 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/blog-posts/junk-volume-are-you-doing-too-much-work-that-doesnt-count","2026-01-20 09:54:55"
"https://www.neuform-fitness.com/blog-posts/hybrid-training-build-size-and-strength-in-one-plan","text/html","200","OK","Indexable","","Hybrid Training: Build Size + Strength Without Burning Out | NeuForm","68","610","Hybrid training builds size and strength together. Learn how to balance heavy compounds with hypertrophy volume without burning out.","132","843","","0","0","","0","Hybrid Training: Build Size and Strength in One Plan","52","","0","","0","Index","","","","https://www.neuform-fitness.com/blog-posts/hybrid-training-build-size-and-strength-in-one-plan","","","","","","","113950","37151","37151","14.232","","598","112","5.339","78.052","Fairly Easy","3.351","2","1","","2","1","0","1.920","15","11","0","0","0","0","","","","","12351167669bbb08b2df262679726371","0.359","Tue, 20 Jan 2026 15:54:55 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/blog-posts/hybrid-training-build-size-and-strength-in-one-plan","2026-01-20 09:54:55"
"https://www.neuform-fitness.com/blog-posts/hypertrophy-training-explained","text/html","200","OK","Indexable","","Hypertrophy Training Explained | NeuForm Fitness","48","443","Hypertrophy training focuses on tension, volume, and recovery. Learn what actually drives muscle growth.","104","655","","0","0","","0","Hypertrophy Training Explained: How to Build Real Muscle","56","","0","","0","Index","","","","https://www.neuform-fitness.com/blog-posts/hypertrophy-training-explained","","","","","","","113747","37269","37269","14.277","","600","105","5.714","68.777","Normal","3.446","2","1","","2","1","0","1.920","15","11","0","0","0","0","","","","","36a02544ac562143b8b52f0c01cfa8f8","1.104","Tue, 20 Jan 2026 15:54:55 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/blog-posts/hypertrophy-training-explained","2026-01-20 09:54:54"
"https://www.neuform-fitness.com/blog-posts/why-athletes-need-speed-power-work","text/html","200","OK","Indexable","","Why Athletes Need Speed and Power Training | NeuForm","52","503","Speed and power training improve athletic performance. Learn why strength alone isn’t enough.","93","591","","0","0","","0","Why Athletes Need Speed & Power Work","36","","0","","0","Index","","","","https://www.neuform-fitness.com/blog-posts/why-athletes-need-speed-power-work","","","","","","","113739","37155","37155","14.233","","609","116","5.250","78.010","Fairly Easy","3.440","2","1","","2","1","0","1.920","15","11","0","0","0","0","","","","","17a90d33e63600c183fece1486323fc0","0.483","Tue, 20 Jan 2026 15:54:55 GMT","","","","","1.1","","","","","","https://www.neuform-fitness.com/blog-posts/why-athletes-need-speed-power-work","2026-01-20 09:54:55"
